gene_id,definitive_endoderm,endothelial,hepatic_endoderm,immature_hepatoblast,mature_hepatocyte,mesenchymal_stem_cell
gene_name-5077,-0.6309714,0.5221482,-0.500144,-0.6309714,0.9239741,0.67628783
gene_name-5087,-0.32259795,0.018050175,0.20904855,-0.32259795,-0.32259795,-0.32259795
gene_name-5088,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-5089,-0.5772903,-0.5772903,0.15365332,-0.5772903,0.33917746,0.14373998
gene_name-5091,-0.27487117,-0.27487117,0.27487114,-0.27487117,-0.27487117,-0.27487117
gene_name-5092,1.1207724,0.10715741,-0.06708087,0.28910396,-0.96139103,0.38894457
gene_name-5094,1.3118567,0.035100065,-0.01780269,0.7862713,0.116206564,-0.47104162
gene_name-5098,-0.43481433,-0.43481436,0.43481427,-0.43481433,-0.43481433,-0.43481436
gene_name-5100,-0.44033572,0.16098145,0.075370505,-0.44033572,-0.44033572,0.053242736
gene_name-5107,-0.18257418,0.912871,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5109,-0.18257418,0.91287076,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5113,1.4420245,-0.50475943,0.28312463,-0.6646031,-0.22659808,-0.36413997
gene_name-5114,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-5116,-0.748192,-0.22248776,0.10949896,1.0791086,0.6055985,-0.5355518
gene_name-5119,-0.1825742,-0.1825742,-0.18257421,-0.1825742,1.6431676,-0.1825742
gene_name-5126,-0.6026344,-0.27197713,-0.19456145,-0.6026344,1.1706619,0.39431792
gene_name-5128,-0.5364925,-0.5183049,0.25425354,1.6197711,0.12563498,-0.5364925
gene_name-5129,-0.32518807,-0.32518807,0.10502581,-0.32518807,-0.32518807,0.33529866
gene_name-5153,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-5158,-0.4487384,-0.0066741346,-0.039369818,-0.4487384,0.5745618,-0.040457904
gene_name-5159,-0.18257418,0.9128709,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5160,-0.47145334,-0.47145334,0.088245325,-0.47145334,1.4445869,-0.47145334
gene_name-5161,-0.7413971,-0.3236582,0.06843047,-0.7413971,1.3933443,-0.4210809
gene_name-5166,-0.1825742,-0.1825742,0.18257414,-0.1825742,-0.1825742,-0.1825742
gene_name-5167,1.7030792,-0.13521692,0.27281702,-0.5688056,-0.5688056,-0.5688056
gene_name-5174,-0.1825742,-0.1825742,0.18257417,-0.1825742,-0.1825742,-0.1825742
gene_name-5177,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-5178,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-5185,-0.93214345,-0.15991247,-0.16082457,0.4145799,-0.33817187,0.9488021
gene_name-5188,-0.3166843,-0.3166843,0.09763865,-0.3166843,-0.3166843,0.34045258
gene_name-5194,-0.8713823,-0.009178233,0.3173465,-0.8713823,-0.26264992,-0.43671823
gene_name-5205,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-5211,-0.18257418,0.912871,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5212,1.3138363,-1.1505145,0.3057176,-1.1739078,-0.119519986,0.27708802
gene_name-5214,-1.0496475,-0.8056591,0.24209258,0.8379342,0.24106206,-0.022913028
gene_name-5215,-0.24008363,-0.24008365,0.10318411,-0.24008363,-0.24008363,0.17061482
gene_name-5217,0.26954764,0.08213433,0.14189473,-0.27564907,0.5716559,-0.84959185
gene_name-5222,-0.58441347,-0.44203988,0.38958442,-0.58441347,-0.58441347,-0.1423001
gene_name-5226,-0.3017381,-0.3017381,0.12154283,2.4011917,-0.3017381,-0.3017381
gene_name-5227,0.8614964,0.45592898,0.09211089,0.096591935,-1.6136116,0.04428766
gene_name-5238,1.297184,-0.1991472,0.22282968,-0.40487716,-0.40487716,-0.40487713
gene_name-5241,1.324085,0.41564426,-0.35008755,-1.2078651,-0.5374169,0.93382454
gene_name-5253,-0.3577731,-0.3577731,0.21291633,1.8150789,-0.3577731,-0.3577731
gene_name-5257,-0.3087847,-0.3087847,0.30878484,-0.3087847,-0.3087847,-0.3087847
gene_name-5258,0.98116535,-0.24586837,-0.23772436,0.73266715,0.8273495,0.11986516
gene_name-5271,-0.468902,0.29535252,0.1000387,-0.468902,0.10165683,-0.46890202
gene_name-5276,0.7560722,0.38392332,0.012099568,-1.3602519,-0.20347464,-0.17730138
gene_name-5278,-1.297156,0.2292094,-0.11408841,0.612879,0.19277959,0.13424328
gene_name-5279,-0.26276913,-0.26276913,-0.26276916,-0.26276913,-0.26276913,1.3138455
gene_name-5285,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-5292,-0.18257418,-0.18257418,-0.1825742,5.294651,-0.1825742,-0.18257418
gene_name-5298,-0.39229003,-0.27014455,0.174188,2.268513,-0.39229003,-0.39229003
gene_name-5299,-0.81918937,-0.3342381,0.44221684,1.0505106,-0.36581233,-0.81918937
gene_name-5300,-0.18257418,-0.18257418,-0.1825742,5.2946515,-0.1825742,-0.18257418
gene_name-5303,-0.7666562,-0.053185176,-0.32313305,1.6880649,-0.19576316,0.9557605
gene_name-5310,-0.26276055,-0.26276055,0.26276055,-0.26276055,-0.26276055,-0.26276055
gene_name-5311,0.72206944,0.65953475,-0.31124002,0.6578499,0.061361473,-0.038615786
gene_name-5314,-0.1825742,-0.1825742,0.18257418,-0.1825742,-0.1825742,-0.1825742
gene_name-5317,-0.45258462,-0.102221414,0.07938795,-0.45258462,0.82946014,-0.45258465
gene_name-5320,-0.6738026,-0.05371492,0.03852272,-1.120966,0.036744475,0.27505374
gene_name-5321,-0.18257418,-0.18257418,0.18257408,-0.18257418,-0.1825742,-0.18257418
gene_name-5324,-0.30198,0.0040397285,-0.09929323,-0.30198,1.1943535,-0.30198
gene_name-5334,-0.18257418,-0.18257418,0.18257411,-0.18257418,-0.1825742,-0.18257418
gene_name-5344,-0.6561147,0.54079854,-0.26431996,0.75739014,-1.1759981,0.93750495
gene_name-5355,-0.2476573,0.24076943,0.084848404,-0.2476573,-0.2476573,-0.2476573
gene_name-5356,-0.30519077,0.64371353,-0.011110697,-0.30519077,-0.30519077,-0.30519077
gene_name-5359,-0.1825742,0.9128709,-0.18257421,-0.1825742,-0.1825742,-0.1825742
gene_name-5360,0.86348534,-0.20070283,-0.104906306,0.47606564,-0.02530261,0.26269308
gene_name-5364,1.0597821,0.3538476,0.2864585,-1.051928,-0.27144313,-1.051928
gene_name-5373,1.0430591,0.14873484,-0.18928057,-1.6122777,-0.10052005,0.59326273
gene_name-5393,1.597806,0.006661725,-0.25383136,-0.87397623,-0.87397623,1.1344521
gene_name-5405,-0.21524186,-0.006363988,0.14561583,-0.21524186,-0.21524186,-0.21524186
gene_name-5406,-0.5469802,-0.30659345,0.31076095,-0.5469802,-0.5469802,-0.07870926
gene_name-5408,-0.18257418,-0.18257418,0.18257408,-0.18257418,-0.1825742,-0.18257418
gene_name-5409,1.2527316,0.31167692,0.1271901,-0.5243297,-0.5243297,-0.5243297
gene_name-5411,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-5423,-0.1825742,-0.1825742,-0.18257421,-0.1825742,-0.1825742,0.9128709
gene_name-5424,-0.4234714,0.47759938,0.123114444,-0.4234714,-0.42347136,-0.4234714
gene_name-5434,0.94520104,-0.41602907,0.29630172,-1.4892465,0.0049662986,-0.36704674
gene_name-5441,-0.18257418,0.9128709,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5450,-0.25417936,-0.25417936,0.2541793,-0.25417936,-0.25417936,-0.25417936
gene_name-5463,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-5468,-0.2619093,-0.2619093,0.26190934,-0.2619093,-0.2619093,-0.2619093
gene_name-5475,-0.1825742,-0.1825742,0.18257408,-0.1825742,-0.1825742,-0.1825742
gene_name-5493,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-5500,-0.18257418,-0.18257418,-0.1825742,5.2946515,-0.1825742,-0.18257418
gene_name-5505,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-5511,-0.1825742,-0.1825742,-0.18257421,-0.1825742,1.6431676,-0.1825742
gene_name-5512,-0.1825742,-0.1825742,0.18257417,-0.1825742,-0.1825742,-0.1825742
gene_name-5513,-0.18257418,0.9128709,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5516,-0.24969436,0.26214862,0.079080075,-0.24969436,-0.24969436,-0.24969438
gene_name-5517,2.5361586,-0.40997463,0.21356578,-0.40997463,-0.40997466,-0.40997463
gene_name-5518,-0.72468853,-0.29796702,0.17034703,1.1955591,0.08149803,-0.35614693
gene_name-5519,-0.49167523,-0.09616554,0.20277503,-0.49167523,-0.49167523,-0.020484304
gene_name-5520,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5529,-0.18257418,-0.18257418,0.18257417,-0.18257418,-0.1825742,-0.18257418
gene_name-5532,-0.49676356,0.1689263,0.24063487,-0.49676356,-0.49676356,-0.3940672
gene_name-5534,0.62413436,-0.35041803,0.04881577,0.46402162,0.10941347,-0.0793087
gene_name-5538,-0.5649322,-0.075625636,-0.30052978,-0.5649322,1.5521698,0.27188602
gene_name-5540,-0.48587734,-0.48587734,-0.33003607,1.535895,2.2112675,-0.06077838
gene_name-5543,-0.18811306,-0.18811306,0.18811303,-0.18811306,-0.18811305,-0.18811306
gene_name-5556,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5557,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-5563,-0.26027954,-0.26027954,0.2602795,-0.26027954,-0.26027954,-0.26027954
gene_name-5565,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-5578,-0.4212179,-0.19135714,-0.4212179,-0.4212179,-0.4212179,1.8762287
gene_name-5580,-0.30302554,-0.30302554,0.30302545,-0.30302554,-0.30302554,-0.30302554
gene_name-5583,-0.4987915,-0.22673114,0.044993605,-0.4987915,1.316764,-0.49879152
gene_name-5584,-0.18257418,0.9128709,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5587,-0.21564715,-0.003871149,0.14505507,-0.21564715,-0.21564715,-0.21564715
gene_name-5595,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-5597,-0.40635395,-0.24748237,-0.031363774,-0.40635395,0.758271,0.049152873
gene_name-5602,-0.2565639,0.34859896,0.05484295,-0.2565639,-0.2565639,-0.2565639
gene_name-5607,-0.1825742,-0.1825742,-0.18257421,-0.1825742,-0.1825742,0.9128709
gene_name-5608,-0.256236,0.34370524,-0.25623602,-0.256236,1.3062218,-0.256236
gene_name-5609,-0.32035747,-0.32035747,-0.14104041,-0.32035747,1.986632,-0.32035747
gene_name-5611,-0.53482485,-0.53482485,-0.21363783,1.6869333,0.40078068,0.7048481
gene_name-5623,-0.42953435,-0.42953435,-0.008940283,-0.42953435,-0.42953435,0.8858894
gene_name-5625,-0.44691294,0.025189137,-0.21845356,1.6498007,1.3941784,-0.44691294
gene_name-5635,-0.48367354,-0.40629277,0.45788,-0.48367354,-0.48367354,-0.4836735
gene_name-5641,0.7942869,-0.5581791,0.10479319,0.40762535,-0.3055605,0.18675339
gene_name-5644,-0.5872051,-0.25777107,0.2159759,-0.5872051,0.029000958,-0.17267533
gene_name-5646,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-5649,-0.75973386,0.37086067,0.0012995123,-0.75973386,0.17922755,-0.17840222
gene_name-5663,-0.18257418,-0.18257418,-0.1825742,5.2946515,-0.1825742,-0.18257418
gene_name-5669,-0.36245176,0.5484879,0.05880515,-0.36245176,-0.36245176,-0.36245176
gene_name-5673,1.0410255,-0.42037177,-0.03638661,4.616993e-05,-0.32694748,0.5174858
gene_name-5678,1.7743598,-0.10264182,0.23982798,-0.5398412,-0.5398412,-0.5398412
gene_name-5688,-0.3788475,-0.3788475,0.17312098,-0.3788475,0.6497852,-0.3788475
gene_name-5693,-0.88688153,-0.06615214,0.23977487,1.1060817,-0.88688153,-0.16488358
gene_name-5698,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5701,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-5704,1.724696,0.44465965,-0.3181458,-0.6451217,0.90483975,-0.24904092
gene_name-5709,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-5712,-0.47548172,-0.08866222,-0.0012822429,-0.47548172,0.6572068,-0.11162243
gene_name-5715,-0.32738706,0.3479753,-0.10257351,-0.32738706,0.6968121,-0.32738706
gene_name-5721,-0.82686365,0.06141886,0.12457297,1.055116,-0.061577957,-0.44384152
gene_name-5722,-0.71765286,-0.35881597,0.43504295,-0.71765286,0.09642509,-0.7171069
gene_name-5725,-0.36330408,-0.36330408,0.1507217,-0.36330408,0.6996077,-0.36330408
gene_name-5734,3.1403008,-0.4242201,-0.30404913,-0.4242201,-0.4242201,1.0476835
gene_name-5738,-0.24824376,-0.24824376,0.24824375,-0.24824376,-0.24824376,-0.24824376
gene_name-5739,-0.18257418,-0.18257418,0.18257408,-0.18257418,-0.1825742,-0.18257418
gene_name-5740,-0.3190672,0.32184243,0.10543063,-0.3190672,-0.3190672,-0.3190672
gene_name-5746,-0.18257418,-0.18257418,0.18257411,-0.18257418,-0.1825742,-0.18257418
gene_name-5750,-0.28857067,-0.28857067,0.28787217,-0.28857067,-0.28857067,-0.28647524
gene_name-5757,3.351946,-0.058423303,-0.023140112,-0.42790997,-0.42790997,-0.20021749
gene_name-5763,-0.5095671,-0.5095671,0.36452165,1.6661148,-0.5095671,-0.5095671
gene_name-5776,-0.43000567,1.0152508,-0.28762415,-0.43000567,0.7493827,-0.43000564
gene_name-5788,-0.13333693,-0.22963011,0.18238376,1.2154101,-0.6110879,-0.1672831
gene_name-5790,-0.3755256,-0.3755256,-0.049722336,2.3747435,0.83395773,-0.3755256
gene_name-5794,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-5817,-0.45972127,-0.45972127,0.45972127,-0.45972127,-0.45972124,-0.45972127
gene_name-5818,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-5819,-0.73420477,-0.390549,0.22752826,1.0532849,0.6133379,-0.7238544
gene_name-5820,-0.51812243,0.63168174,-0.111929975,1.5813079,0.015989065,-0.51812243
gene_name-5821,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-5825,-0.63518065,0.19398525,0.25209248,0.9653118,-0.63518065,-0.63518065
gene_name-5830,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-5838,-0.37241742,0.4675498,-0.13841654,-0.37241742,0.78180677,-0.37241742
gene_name-5842,-0.18257418,0.912871,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5845,-0.2810373,0.21662435,0.046321616,-0.2810373,-0.2810373,-0.07455205
gene_name-5849,-0.34039095,1.0206627,-0.113293625,-0.34039095,-0.34039095,-0.34039095
gene_name-5854,-0.31781176,-0.31781176,0.3178117,-0.31781176,-0.31781176,-0.31781176
gene_name-5855,-0.2803459,0.25492376,0.10192265,-0.2803459,-0.2803459,-0.2803459
gene_name-5868,1.5471203,-0.523906,0.41220045,0.046805143,-0.49568716,-0.73406804
gene_name-5881,-0.7327552,-0.29639283,-0.035341103,0.9657411,-0.7327552,0.79547185
gene_name-5883,-0.3125996,-0.3125996,0.15719648,-0.3125996,0.46441603,-0.3125996
gene_name-5888,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431675,-0.18257418
gene_name-5893,-0.26071712,-0.26071712,0.26071712,-0.26071712,-0.26071712,-0.26071712
gene_name-5896,-0.26153484,0.44933993,0.02457652,-0.26153484,-0.26153484,-0.26153484
gene_name-5897,-0.2617101,-0.2617101,0.26171005,-0.2617101,-0.2617101,-0.2617101
gene_name-5902,-0.21259446,-0.21259446,-0.14920166,-0.21259446,-0.21259446,0.87279385
gene_name-5903,0.99024326,-0.15728822,0.15886249,-1.3412743,-0.02030315,-0.23691115
gene_name-5906,2.315237,0.04398649,-0.10781331,-0.47375712,0.08330163,-0.13882355
gene_name-5908,0.32039613,0.37924504,-0.4502715,-0.45027143,1.5385596,0.07440852
gene_name-5913,-0.18257418,-0.18257418,0.18257417,-0.18257418,-0.1825742,-0.18257418
gene_name-5914,-0.25476244,0.322958,0.06218899,-0.25476244,-0.25476244,-0.25476244
gene_name-5915,-0.35619462,0.40636796,0.10200712,-0.35619462,-0.35619462,-0.35619462
gene_name-5917,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5923,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-5924,-0.2623253,0.48040453,0.014748701,-0.2623253,-0.2623253,-0.2623253
gene_name-5925,-0.30040503,0.45785204,-0.30040503,-0.30040503,1.0613154,-0.07326402
gene_name-5927,5.278625,-0.19671452,-0.19671449,-0.19671452,-0.19671452,-0.11149518
gene_name-5935,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-5936,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5937,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-5938,-0.800291,0.3591327,-0.26517227,-0.800291,-0.800291,1.236675
gene_name-5939,-0.1825742,0.9128709,-0.18257421,-0.1825742,-0.1825742,-0.1825742
gene_name-5943,-0.23584834,-0.23584834,0.2358483,-0.23584834,-0.23584835,-0.23584834
gene_name-5944,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-5945,-0.18257418,-0.18257418,0.18257411,-0.18257418,-0.1825742,-0.18257418
gene_name-5947,-0.18257418,-0.18257418,0.18257411,-0.18257418,-0.1825742,-0.18257418
gene_name-5951,-0.5324398,-0.15625365,-0.41119984,-0.5324398,1.3142722,0.8142661
gene_name-5952,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-5953,-0.1825742,-0.1825742,0.18257417,-0.1825742,-0.1825742,-0.1825742
gene_name-5954,-0.23607633,-0.23607633,0.2360763,-0.23607633,-0.23607631,-0.23607633
gene_name-5962,-0.47949582,-0.47949582,0.3410429,1.5972975,-0.47949585,-0.47949582
gene_name-5964,-0.26275334,-0.26275334,0.26275334,-0.26275334,-0.26275334,-0.26275334
gene_name-6108,-0.43234062,-0.43234062,-0.101616606,-0.43234062,2.2374456,-0.43234062
gene_name-6144,-0.3148821,-0.3148821,0.15300436,-0.3148821,-0.3148821,0.17075123
gene_name-6146,-0.8293138,-0.08416889,0.06212396,1.1944784,0.46395144,-0.45360702
gene_name-6157,0.7625011,-0.4984035,0.17677458,0.715402,-0.4442177,-0.06097009
gene_name-6158,-0.414091,-0.4009673,-0.11323647,1.6893419,1.4995294,-0.41409102
gene_name-6160,-0.2334172,-0.2334172,0.23341724,-0.2334172,-0.2334172,-0.2334172
gene_name-6162,-0.26191023,-0.26191023,-0.020508893,-0.26191023,-0.26191023,0.58534706
gene_name-6164,-0.18257418,-0.18257418,0.18257408,-0.18257418,-0.1825742,-0.18257418
gene_name-6170,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-6175,-0.8044956,-0.3921352,0.2719578,0.6379754,-0.47706446,-0.1041957
gene_name-6177,-0.43722615,-0.43722615,0.28354838,-0.43722615,-0.43722615,0.023807144
gene_name-6179,-0.1825742,-0.1825742,-0.18257421,-0.1825742,1.6431676,-0.1825742
gene_name-6189,-0.18257418,0.91287076,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-6190,-0.6287045,-0.18324046,0.17475882,1.3124881,0.25151947,-0.6287045
gene_name-6197,-0.18257418,-0.18257418,-0.1825742,5.2946515,-0.1825742,-0.18257418
gene_name-6198,-0.40294188,0.19004071,-0.035450537,-0.40294188,0.80071574,-0.40294188
gene_name-6200,-0.68024796,0.4865778,0.17409025,-0.68024796,-0.09416906,-0.68024796
gene_name-6202,0.5913851,0.88104594,-0.20819229,-0.20819227,-0.20819227,-0.20819227
gene_name-6205,-0.18257418,0.91287076,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-6216,-0.49174783,0.48702183,-0.16137429,-0.49174783,0.56014544,-0.14228716
gene_name-6218,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-6224,-0.19675404,-0.11128682,-0.19675401,-0.19675404,-0.19675404,0.89830303
gene_name-6226,-0.18257418,-0.18257418,-0.1825742,5.294651,-0.1825742,-0.18257418
gene_name-6229,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-6232,1.3447288,0.3345644,0.24851951,0.80006105,-1.1836648,-0.7988821
gene_name-6233,-0.41843697,0.018004876,0.27295634,-0.41843697,-0.41843697,-0.41843694
gene_name-6245,-0.57283336,0.16367295,0.15705214,-0.57283336,0.27856222,-0.57283336
gene_name-6247,-0.3851491,0.15640512,-0.19800393,-0.3851491,-0.3851491,0.8227557
gene_name-6257,1.5254298,0.019374788,-0.21290646,1.8038324,0.63690686,-0.42865223
gene_name-6258,-0.64275044,0.13194856,0.23487642,-0.64275044,-0.64275044,-0.1938273
gene_name-6261,-0.32063636,-0.32063636,0.32063636,-0.32063636,-0.32063636,-0.32063636
gene_name-6262,-0.3983148,-0.010986251,-0.18208066,2.7162669,0.81992126,-0.3983148
gene_name-6266,-0.40323988,-0.40323988,0.29850858,1.16773,-0.40323988,-0.40323988
gene_name-6271,-0.7184916,0.123894915,0.026885632,-0.7184916,0.6992085,-0.33668017
gene_name-6275,-0.45321763,0.5356277,0.02594142,-0.45321763,-0.45321763,-0.16023414
gene_name-6276,-0.43835554,-0.43835554,0.4383555,-0.43835554,-0.43835554,-0.43835554
gene_name-6284,-0.37232956,0.6688996,-0.1182572,-0.37232956,-0.37232956,0.058201693
gene_name-6286,-0.4579853,-0.4579853,-0.15967172,-0.4579853,2.283219,-0.24973688
gene_name-6287,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-6290,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-6293,4.3001356,0.37976986,-0.25729078,-0.25995803,-0.25995803,-0.25995803
gene_name-6295,-0.1825742,-0.1825742,-0.18257421,-0.1825742,1.6431676,-0.1825742
gene_name-6297,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-6304,-0.37290055,-0.37290055,-0.37290052,1.6114231,2.6946633,-0.37290055
gene_name-6332,-0.65896887,-0.4962581,0.08700123,-0.65896887,1.8925142,-0.6366667
gene_name-6336,-0.6669354,-0.04718535,0.00876836,-0.6669354,0.9018901,-0.25347954
gene_name-6337,-0.43261474,-0.43261474,-0.25435156,1.8002003,2.2579448,-0.43261474
gene_name-6338,-0.4294476,-0.4294476,-0.30934083,2.0038102,2.4534085,-0.4294476
gene_name-6341,-0.45045632,-0.42683944,-0.28440666,-0.45045632,1.4881802,0.5673338
gene_name-6344,-0.1825742,-0.1825742,-0.18257421,-0.1825742,-0.1825742,0.912871
gene_name-6351,-0.2560267,-0.2560267,0.25602666,-0.2560267,-0.2560267,-0.2560267
gene_name-6358,-0.2221174,-0.2221174,-0.13563699,-0.2221174,-0.22211738,0.8511456
gene_name-6362,3.2920172,-0.32638893,-0.1102376,-0.32638893,-0.32638893,0.25980946
gene_name-6367,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-6378,-0.1825742,-0.1825742,0.18257418,-0.1825742,-0.1825742,-0.1825742
gene_name-6380,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.91287076
gene_name-6383,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-6387,-0.18257418,0.91287076,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-6389,-0.62784934,0.46011767,-0.20367001,1.5092978,-0.62784934,0.35131222
gene_name-6394,0.67960614,-0.056108695,-0.12940022,-0.323085,0.46782747,0.092308484
gene_name-6398,-0.99039406,0.06816598,-0.0993783,0.45080632,0.33732423,0.13549179
gene_name-6405,1.5344669,0.38097966,0.03919502,-0.48930493,-0.48930493,-0.41401425
gene_name-6408,-0.2601807,-0.2601807,0.26018077,-0.2601807,-0.2601807,-0.2601807
gene_name-6410,1.5659211,-0.11747537,-0.24093154,-0.884335,0.23759478,0.56139594
gene_name-6413,-0.041438643,-0.33533484,0.3157418,-0.33533484,-0.33533487,-0.33533484
gene_name-6415,-0.49173287,-0.123313226,-0.049081046,0.69736034,0.38082537,0.00093559024
gene_name-6417,-0.22053576,0.026997257,-0.22053576,-0.22053576,-0.22053576,0.85514575
gene_name-6423,-0.34769323,-0.34769323,0.34769312,-0.34769323,-0.34769323,-0.34769323
gene_name-6430,0.8793764,-0.05290562,0.37278748,-1.4698201,-0.1961248,-0.829693
gene_name-6432,1.5786394,-0.0969846,0.25093034,-0.5397414,-0.5397414,-0.5397414
gene_name-6438,1.854272,-0.20742743,0.04696699,-0.57917225,-0.57917225,0.15900993
gene_name-6444,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-6449,-0.47366798,-0.473668,0.23379408,1.5228853,0.06018305,-0.473668
gene_name-6450,-0.49128637,-0.025174653,0.16315092,-0.49128637,-0.46248722,0.009728914
gene_name-6454,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-6462,0.5537782,-0.18594208,0.28818506,-0.6113696,-0.6113696,-0.30027288
gene_name-6468,2.736988,-0.25615242,0.05660971,-0.25615242,-0.25615242,-0.25615242
gene_name-6471,-0.6512255,0.28843075,0.2888349,-1.1784418,-0.46048704,-0.5127096
gene_name-6474,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-6482,0.34708923,-0.58296394,-0.11822896,-0.8185977,1.5739628,0.08757492
gene_name-6486,-0.3414462,-0.3414462,0.3414462,-0.3414462,-0.3414462,-0.3414462
gene_name-6487,-1.0014126,-0.9654142,0.6013342,0.97622126,0.27977073,-1.0014126
gene_name-6500,-0.57943517,0.33624172,-0.33503008,-0.57943517,0.36664283,0.680637
gene_name-6505,-0.34237185,0.1858886,-0.3423719,-0.34237185,1.989967,-0.21580449
gene_name-6506,-0.18257418,-0.18257418,0.18257411,-0.18257418,-0.1825742,-0.18257418
gene_name-6516,1.3029189,-0.7377299,0.36362237,0.6663167,-0.518722,-0.43575102
gene_name-6517,0.8376861,-0.6467436,0.13216427,0.73343027,0.38107082,-0.29261467
gene_name-6518,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-6521,-0.5214934,0.37119427,-0.29576012,-0.5214934,0.5111202,0.4180112
gene_name-6525,-0.18257418,-0.18257418,0.18257408,-0.18257418,-0.1825742,-0.18257418
gene_name-6526,2.2113008,1.1089845,-0.2393149,-0.4629443,-0.4629443,-0.46294433
gene_name-6529,1.2573025,0.1224669,0.26646748,-1.175809,-0.5693376,-0.59656537
